,movies,year,imdb,metascore,votes,n_imdb
0,Gladiator,2000,8.5,67,1155643,85
1,Memento,2000,8.5,80,991943,85
2,Snatch,2000,8.3,55,693236,83
3,Requiem for a Dream,2000,8.3,68,673397,83
4,X-Men,2000,7.4,64,516669,74
5,Cast Away,2000,7.8,73,454808,78
6,American Psycho,2000,7.6,64,413578,76
7,Unbreakable,2000,7.3,62,304556,73
8,Meet the Parents,2000,7.0,73,286175,70
9,Mission: Impossible II,2000,6.1,59,279510,61
10,"O Brother, Where Art Thou?",2000,7.8,69,254281,78
11,Gone in Sixty Seconds,2000,6.5,35,239521,65
12,"Crouching Tiger, Hidden Dragon",2000,7.9,93,234937,79
13,The Patriot,2000,7.2,63,230580,72
14,Almost Famous,2000,7.9,90,229060,79
15,Pitch Black,2000,7.1,49,209990,71
16,Scary Movie,2000,6.2,48,208419,62
17,"Me, Myself & Irene",2000,6.6,49,204342,66
18,Final Destination,2000,6.7,36,203805,67
19,The Beach,2000,6.6,43,201376,66
20,Amores Perros,2000,8.1,83,200933,81
21,Traffic,2000,7.6,86,182723,76
22,Remember the Titans,2000,7.8,48,179367,78
23,What Women Want,2000,6.4,47,175533,64
24,How the Grinch Stole Christmas,2000,6.1,46,167916,61
25,Chocolat,2000,7.3,64,164410,73
26,Miss Congeniality,2000,6.2,43,160998,62
27,Charlie's Angels,2000,5.5,52,158941,55
28,Chicken Run,2000,7.0,88,158108,70
29,High Fidelity,2000,7.5,79,155291,75
30,Battle Royale,2000,7.7,81,155145,77
31,Erin Brockovich,2000,7.3,73,152789,73
32,The Emperor's New Groove,2000,7.3,70,152288,73
33,Road Trip,2000,6.5,55,145205,65
34,The Perfect Storm,2000,6.4,59,143739,64
35,"Dude, Where's My Car?",2000,5.5,30,126132,55
36,Hollow Man,2000,5.7,24,111982,57
37,Scream 3,2000,5.5,56,110378,55
38,Billy Elliot,2000,7.7,74,110238,77
39,Shanghai Noon,2000,6.6,77,108203,66
40,The 6th Day,2000,5.9,49,108132,59
41,What Lies Beneath,2000,6.6,51,107498,66
42,Pay It Forward,2000,7.2,40,104900,72
43,The Whole Nine Yards,2000,6.7,47,99779,67
44,In the Mood for Love,2000,8.1,85,99445,81
45,Coyote Ugly,2000,5.6,27,98676,56
46,Men of Honor,2000,7.2,56,98429,72
47,The Family Man,2000,6.7,42,94379,67
48,Frequency,2000,7.4,67,91948,74
49,Dancer in the Dark,2000,8.0,61,90056,80
50,Bedazzled,2000,6.0,49,89066,60
51,Little Nicky,2000,5.3,38,88866,53
52,The Cell,2000,6.3,40,87275,63
53,Bring It On,2000,6.0,52,78517,60
54,Finding Forrester,2000,7.3,62,77681,73
55,Malèna,2000,7.5,54,76499,75
56,Big Momma's House,2000,5.1,33,73998,51
57,The Road to El Dorado,2000,6.9,51,71482,69
58,Battlefield Earth,2000,2.4,9,71066,24
59,U-571,2000,6.6,62,70863,66
60,Space Cowboys,2000,6.4,73,66502,64
61,Mission to Mars,2000,5.6,34,65715,56
62,Shaft,2000,5.9,50,63652,59
63,Romeo Must Die,2000,6.1,52,61848,61
64,Wonder Boys,2000,7.4,73,57789,74
65,The Gift,2000,6.7,62,57195,67
66,Titan A.E.,2000,6.6,48,55407,66
67,Vertical Limit,2000,5.9,48,53962,59
68,The Crimson Rivers,2000,6.9,49,53059,69
69,The Replacements,2000,6.5,30,52964,65
70,Proof of Life,2000,6.2,45,52149,62
71,Red Planet,2000,5.7,34,51465,57
72,Best in Show,2000,7.5,78,50171,75
73,The Legend of Bagger Vance,2000,6.7,47,49634,67
74,Thirteen Days,2000,7.3,67,49482,73
75,Sexy Beast,2000,7.3,79,48661,73
76,Quills,2000,7.3,70,48150,73
77,Keeping the Faith,2000,6.4,60,47213,64
78,Boiler Room,2000,7.0,63,45391,70
79,Dinosaur,2000,6.5,56,45341,65
80,Nine Queens,2000,7.9,80,44380,79
81,Nutty Professor II: The Klumps,2000,4.4,38,44208,44
82,Rules of Engagement,2000,6.4,45,40770,64
83,28 Days,2000,6.0,46,39048,60
84,The Kid,2000,6.1,45,37237,61
85,Shadow of the Vampire,2000,6.9,71,36921,69
86,Ginger Snaps,2000,6.8,70,36873,68
87,Tigerland,2000,7.0,55,35666,70
88,Reindeer Games,2000,5.7,37,34309,57
89,Small Time Crooks,2000,6.7,69,33962,67
90,Chopper,2000,7.2,65,33932,72
91,Book of Shadows: Blair Witch 2,2000,4.0,15,32859,40
92,Next Friday,2000,6.1,41,32317,61
93,Nurse Betty,2000,6.2,69,31472,62
94,102 Dalmatians,2000,4.9,35,30364,49
95,Get Carter,2000,5.1,24,29957,51
96,Dracula 2000,2000,4.9,26,29643,49
97,Dungeons & Dragons,2000,3.7,14,29584,37
98,The Way of the Gun,2000,6.7,49,29564,67
99,Where the Heart Is,2000,6.8,30,29491,68
100,The Skulls,2000,5.6,24,29047,56
101,The Art of War,2000,5.7,30,26963,57
102,Vampire Hunter D: Bloodlust,2000,7.7,62,25826,77
103,You Can Count on Me,2000,7.6,85,25438,76
104,Pollock,2000,7.0,77,25099,70
105,Loser,2000,5.3,35,24662,53
106,The Watcher,2000,5.3,22,23842,53
107,Autumn in New York,2000,5.6,24,22605,56
108,Joint Security Area,2000,7.9,58,22513,79
109,Before Night Falls,2000,7.3,85,22345,73
110,The Contender,2000,7.0,59,21652,70
111,Under Suspicion,2000,6.5,43,20195,65
112,Brother,2000,7.2,47,20188,72
113,The Million Dollar Hotel,2000,5.9,25,19598,59
114,State and Main,2000,6.8,75,19257,68
115,Together,2000,7.5,84,18997,75
116,In July,2000,7.8,71,18860,78
117,Bounce,2000,5.7,52,18843,57
118,The Flintstones in Viva Rock Vegas,2000,3.6,27,18170,36
119,My Dog Skip,2000,7.1,61,17976,71
120,The Adventures of Rocky & Bullwinkle,2000,4.2,36,17975,42
121,Return to Me,2000,6.9,54,17952,69
122,Highlander: Endgame,2000,4.6,21,17911,46
123,The Yards,2000,6.4,58,17845,64
124,Center Stage,2000,6.7,52,17156,67
125,Flickering Lights,2000,7.7,47,17022,77
126,Dr. T & the Women,2000,4.6,64,16588,46
127,Saving Grace,2000,6.9,62,16489,69
128,Love & Basketball,2000,7.2,70,16196,72
129,Yi Yi,2000,8.1,93,16079,81
130,Supernova,2000,4.8,19,15961,48
131,Rape Me,2000,4.5,35,15670,45
132,The Tigger Movie,2000,6.3,53,15070,63
133,Songs from the Second Floor,2000,7.7,76,15037,77
134,Boys and Girls,2000,5.4,29,14845,54
135,Urban Legends: Final Cut,2000,4.2,16,14407,42
136,The Dish,2000,7.2,74,13965,72
137,The Princess and the Warrior,2000,7.5,64,13580,75
138,Gossip,2000,5.9,31,13410,59
139,The Man Who Cried,2000,6.2,40,13365,62
140,Down to You,2000,4.9,13,13286,49
141,Bless the Child,2000,5.1,17,13031,51
142,Ready to Rumble,2000,5.3,23,12668,53
143,Drowning Mona,2000,5.6,25,12460,56
144,Cecil B. DeMented,2000,6.2,57,12294,62
145,All the Pretty Horses,2000,5.8,55,12214,58
146,Italian for Beginners,2000,7.1,77,12056,71
147,Gangster No. 1,2000,6.8,60,12018,68
148,Animal Factory,2000,6.6,65,11642,66
149,The Ladies Man,2000,5.1,22,11545,51
150,The Isle,2000,7.0,61,11321,70
151,Blood: The Last Vampire,2000,6.7,44,11078,67
152,Hanging Up,2000,4.8,33,11027,48
153,Anatomy,2000,6.1,33,10836,61
154,Werckmeister Harmonies,2000,8.2,92,10646,82
155,Snow Day,2000,5.0,34,10355,50
156,Code Unknown,2000,7.2,74,10105,72
157,The Next Best Thing,2000,4.7,25,10058,47
158,Lost Souls,2000,4.8,16,9924,48
159,Bait,2000,5.8,39,9830,58
160,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1440859,88
161,A Beautiful Mind,2001,8.2,72,736660,82
162,"Monsters, Inc.",2001,8.1,78,704375,81
163,Donnie Darko,2001,8.1,88,675421,81
164,Amélie,2001,8.3,69,627490,83
165,Harry Potter and the Sorcerer's Stone,2001,7.6,64,537670,76
166,Shrek,2001,7.9,84,535564,79
167,Spirited Away,2001,8.6,96,524966,86
168,Ocean's Eleven,2001,7.8,74,459582,78
169,Training Day,2001,7.7,69,344892,77
170,Black Hawk Down,2001,7.7,74,328484,77
171,The Fast and the Furious,2001,6.7,58,309768,67
172,The Others,2001,7.6,74,304226,76
173,Pearl Harbor,2001,6.1,44,285335,61
174,Mulholland Drive,2001,8.0,83,279968,80
175,The Mummy Returns,2001,6.3,48,275718,63
176,A.I. Artificial Intelligence,2001,7.1,65,267540,71
177,Jurassic Park III,2001,5.9,42,259489,59
178,Moulin Rouge!,2001,7.6,66,246073,76
179,The Royal Tenenbaums,2001,7.6,76,238056,76
180,Hannibal,2001,6.8,57,230256,68
181,Vanilla Sky,2001,6.9,45,228091,69
182,Zoolander,2001,6.6,61,224694,66
183,American Pie 2,2001,6.4,43,219516,64
184,Blow,2001,7.6,52,218468,76
185,Enemy at the Gates,2001,7.6,53,216643,76
186,Bridget Jones's Diary,2001,6.7,66,198421,67
187,Planet of the Apes,2001,5.7,50,197312,57
188,Lara Croft: Tomb Raider,2001,5.8,33,180064,58
189,Rush Hour 2,2001,6.6,48,179555,66
190,Swordfish,2001,6.5,32,166170,65
191,K-PAX,2001,7.4,49,163940,74
192,Legally Blonde,2001,6.2,59,155684,62
193,A Knight's Tale,2001,6.9,56,152773,69
194,Jay and Silent Bob Strike Back,2001,6.9,51,138087,69
195,From Hell,2001,6.8,54,136318,68
196,Scary Movie 2,2001,5.3,29,133980,53
197,I Am Sam,2001,7.6,28,133044,76
198,Spy Game,2001,7.1,63,132019,71
199,Shallow Hal,2001,5.9,48,118550,59
200,The Princess Diaries,2001,6.3,52,111215,63
201,The Score,2001,6.8,71,110678,68
202,Evolution,2001,6.1,40,110381,61
203,Ghost World,2001,7.4,88,104850,74
204,Y Tu Mamá También,2001,7.7,88,102466,77
205,Rat Race,2001,6.4,52,100457,64
206,Jeepers Creepers,2001,6.2,49,99886,62
207,Spy Kids,2001,5.5,71,95755,55
208,Serendipity,2001,6.9,52,95526,69
209,The Mexican,2001,6.1,43,94949,61
210,The Man Who Wasn't There,2001,7.6,73,94747,76
211,Behind Enemy Lines,2001,6.4,49,93105,64
212,Lagaan: Once Upon a Time in India,2001,8.1,84,88807,81
213,Super Troopers,2001,7.1,48,88339,71
214,Not Another Teen Movie,2001,5.7,32,88165,57
215,Atlantis: The Lost Empire,2001,6.8,52,87960,68
216,Ali,2001,6.8,65,85993,68
217,The Experiment,2001,7.7,60,85556,77
218,The One,2001,5.9,25,83849,59
219,Sweet November,2001,6.7,27,77975,67
220,Monster's Ball,2001,7.1,69,76983,71
221,Final Fantasy: The Spirits Within,2001,6.4,49,76943,64
222,Kate & Leopold,2001,6.4,44,72044,64
223,Thir13en Ghosts,2001,5.6,30,71950,56
224,Gosford Park,2001,7.3,90,71380,73
225,Frailty,2001,7.3,64,69012,73
226,The Wedding Planner,2001,5.3,33,68694,53
227,Along Came a Spider,2001,6.3,42,66257,63
228,Shaolin Soccer,2001,7.3,68,65942,73
229,The Last Castle,2001,6.9,43,63257,69
230,Bandits,2001,6.5,60,61205,65
231,Joy Ride,2001,6.6,75,58689,66
232,Brotherhood of the Wolf,2001,7.1,57,57179,71
233,Kiss of the Dragon,2001,6.6,58,56962,66
234,Waking Life,2001,7.8,82,55543,78
235,The Devil's Backbone,2001,7.5,78,55267,75
236,Save the Last Dance,2001,6.2,53,52786,62
237,The Animal,2001,4.8,43,52164,48
238,Cats & Dogs,2001,5.1,47,51412,51
239,America's Sweethearts,2001,5.7,44,51234,57
240,Original Sin,2001,6.0,33,49276,60
241,The Majestic,2001,6.9,27,48734,69
242,Session 9,2001,6.5,58,48620,65
243,How High,2001,6.3,29,48474,63
244,The Pledge,2001,6.8,71,48145,68
245,Wet Hot American Summer,2001,6.7,42,48123,67
246,Heartbreakers,2001,6.2,47,47731,62
247,Ichi the Killer,2001,7.1,55,47229,71
248,The Piano Teacher,2001,7.5,79,47064,75
249,Ghosts of Mars,2001,4.9,35,47019,49
250,Joe Dirt,2001,5.9,20,46208,59
251,15 Minutes,2001,6.1,34,45678,61
252,Formula 51,2001,6.3,23,45330,63
253,Don't Say a Word,2001,6.3,38,44590,63
254,Jason X,2001,4.4,25,44553,44
255,Freddy Got Fingered,2001,4.5,13,42881,45
256,Life as a House,2001,7.5,45,41221,75
257,No Man's Land,2001,8.0,84,41079,80
258,3000 Miles to Graceland,2001,5.9,21,40927,59
259,Dr. Dolittle 2,2001,4.7,49,38004,47
260,Rock Star,2001,6.2,54,37858,62
261,Cowboy Bebop: The Movie,2001,7.9,61,37397,79
262,Driven,2001,4.6,29,36823,46
263,Saving Silverman,2001,5.9,22,36007,59
264,The Curse of the Jade Scorpion,2001,6.8,52,35032,68
265,In the Bedroom,2001,7.4,86,34797,74
266,Black Knight,2001,4.8,32,34441,48
267,The Believer,2001,7.2,75,33722,72
268,Hearts in Atlantis,2001,6.9,55,33297,69
269,Wasabi,2001,6.7,53,33245,67
270,Mean Machine,2001,6.5,45,32491,65
271,Sex and Lucia,2001,7.2,65,32308,72
272,Bully,2001,7.0,45,31744,70
273,Captain Corelli's Mandolin,2001,5.9,36,30465,59
274,The Shipping News,2001,6.8,47,30419,68
275,Heist,2001,6.5,66,30397,65
276,Exit Wounds,2001,5.5,39,29648,55
277,Hedwig and the Angry Inch,2001,7.8,85,28761,78
278,Osmosis Jones,2001,6.3,57,28655,63
279,The Glass House,2001,5.8,34,28369,58
280,Bubble Boy,2001,5.6,41,27851,56
281,Jimmy Neutron: Boy Genius,2001,6.0,65,27261,60
282,One Night at McCool's,2001,6.1,46,27119,61
283,Antitrust,2001,6.1,31,27003,61
284,The Tailor of Panama,2001,6.2,66,25845,62
285,Hardball,2001,6.4,48,25538,64
286,Riding in Cars with Boys,2001,6.5,43,24703,65
287,Birthday Girl,2001,6.1,51,22949,61
288,Domestic Disturbance,2001,5.5,29,22878,55
289,Crazy/Beautiful,2001,6.5,61,22677,65
290,Valentine,2001,4.8,18,22331,48
291,Buffalo Soldiers,2001,6.8,56,21893,68
292,Someone Like You...,2001,6.1,32,21808,61
293,Crocodile Dundee in Los Angeles,2001,4.8,37,21712,48
294,Monsoon Wedding,2001,7.4,77,21612,74
295,Impostor,2001,6.2,33,21340,62
296,Knockaround Guys,2001,6.1,30,20990,61
297,Angel Eyes,2001,5.6,39,20805,56
298,Glitter,2001,2.2,14,20456,22
299,Down to Earth,2001,5.4,32,20252,54
300,Josie and the Pussycats,2001,5.4,47,20144,54
301,Enigma,2001,6.4,64,18922,64
302,Lost and Delirious,2001,7.0,53,18597,70
303,Metropolis,2001,7.3,75,18566,73
304,Millennium Actress,2001,7.9,70,18476,79
305,O,2001,6.2,53,18272,62
306,Lantana,2001,7.3,84,17443,73
307,Tape,2001,7.3,71,17277,73
308,Just Visiting,2001,5.8,38,16756,58
309,Get Over It,2001,5.8,52,16659,58
310,Human Nature,2001,6.4,56,16439,64
311,Tomcats,2001,5.3,15,16391,53
312,Storytelling,2001,6.9,50,16218,69
313,The Son's Room,2001,7.4,73,16107,74
314,Made,2001,6.4,62,15916,64
315,Iris,2001,7.1,76,15899,71
316,Out Cold,2001,6.3,22,15520,63
317,Monkeybone,2001,4.7,40,15489,47
318,The Closet,2001,7.1,72,15305,71
319,Kissing Jessica Stein,2001,6.6,72,15000,66
320,Summer Catch,2001,5.0,21,14165,50
321,Pulse,2001,6.6,70,13889,66
322,What's the Worst That Could Happen?,2001,5.5,37,13743,55
323,The Musketeer,2001,4.7,27,13439,47
324,Son of the Bride,2001,7.8,68,13323,78
325,The Lord of the Rings: The Two Towers,2002,8.7,87,1287330,87
326,Catch Me If You Can,2002,8.1,75,675919,81
327,City of God,2002,8.6,79,618542,86
328,Spider-Man,2002,7.3,73,616822,73
329,The Pianist,2002,8.5,85,606485,85
330,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,550729,66
331,Harry Potter and the Chamber of Secrets,2002,7.4,63,464692,74
332,The Bourne Identity,2002,7.9,68,461896,79
333,Minority Report,2002,7.7,80,453885,77
334,Ice Age,2002,7.5,60,380664,75
335,Gangs of New York,2002,7.5,72,359198,75
336,28 Days Later...,2002,7.6,73,335420,76
337,Signs,2002,6.7,59,304121,67
338,Men in Black II,2002,6.1,49,299069,61
339,The Ring,2002,7.1,57,288800,71
340,Equilibrium,2002,7.5,33,288530,75
341,The Transporter,2002,6.8,51,262402,68
342,Insomnia,2002,7.2,78,246633,72
343,Phone Booth,2002,7.1,56,230333,71
344,Panic Room,2002,6.8,65,230194,68
345,Resident Evil,2002,6.7,33,225137,67
346,Red Dragon,2002,7.2,60,225063,72
347,Road to Perdition,2002,7.7,72,222626,77
348,8 Mile,2002,7.1,77,218703,71
349,Chicago,2002,7.2,82,194900,72
350,Die Another Day,2002,6.1,56,186369,61
351,A Walk to Remember,2002,7.4,35,182717,74
352,Blade II,2002,6.7,52,179992,67
353,Austin Powers in Goldmember,2002,6.2,62,178729,62
354,Hero,2002,7.9,85,162374,79
355,xXx,2002,5.9,48,161776,59
356,Adaptation.,2002,7.7,83,160802,77
357,25th Hour,2002,7.7,67,160191,77
358,About a Boy,2002,7.1,75,156115,71
359,Lilo & Stitch,2002,7.2,73,142129,72
360,Bowling for Columbine,2002,8.0,72,132378,80
361,Punch-Drunk Love,2002,7.3,78,127009,73
362,Mr. Deeds,2002,5.8,24,123178,58
363,We Were Soldiers,2002,7.2,65,117186,72
364,Reign of Fire,2002,6.2,39,116882,62
365,The Scorpion King,2002,5.5,45,116757,55
366,The Count of Monte Cristo,2002,7.8,61,116488,78
367,About Schmidt,2002,7.2,85,115247,72
368,The Hours,2002,7.6,80,113522,76
369,John Q,2002,7.1,30,111613,71
370,My Big Fat Greek Wedding,2002,6.6,62,111316,66
371,The Time Machine,2002,5.9,42,111051,59
372,Infernal Affairs,2002,8.1,75,108982,81
373,One Hour Photo,2002,6.8,64,105825,68
374,Irreversible,2002,7.4,51,101295,74
375,Bend It Like Beckham,2002,6.7,66,97305,67
376,Van Wilder: Party Liaison,2002,6.4,26,96213,64
377,Two Weeks Notice,2002,6.1,42,95447,61
378,Talk to Her,2002,8.0,86,94828,80
379,The Sum of All Fears,2002,6.4,45,94491,64
380,Sweet Home Alabama,2002,6.2,45,92782,62
381,Treasure Planet,2002,7.1,60,85909,71
382,Ghost Ship,2002,5.5,28,83857,55
383,Scooby-Doo,2002,5.0,35,83304,50
384,The Hot Chick,2002,5.5,29,82443,55
385,Confessions of a Dangerous Mind,2002,7.1,67,77334,71
386,Maid in Manhattan,2002,5.1,45,76140,51
387,Analyze That,2002,5.9,37,76137,59
388,Secretary,2002,7.0,63,75295,70
389,Jackass: The Movie,2002,6.6,42,74698,66
390,Solaris,2002,6.2,65,73366,62
391,Frida,2002,7.4,61,71858,74
392,Unfaithful,2002,6.7,63,71338,67
393,The Tuxedo,2002,5.3,30,70651,53
394,The Mothman Prophecies,2002,6.5,52,69550,65
395,Cabin Fever,2002,5.6,56,68463,56
396,Collateral Damage,2002,5.5,33,66938,55
397,40 Days and 40 Nights,2002,5.6,53,65958,56
398,Star Trek: Nemesis,2002,6.4,51,65665,64
399,Changing Lanes,2002,6.5,69,62245,65
400,Windtalkers,2002,6.0,51,60936,60
401,Showtime,2002,5.5,32,56449,55
402,S1m0ne,2002,6.1,49,55486,61
403,Spirit: Stallion of the Cimarron,2002,7.1,52,54486,71
404,K-19: The Widowmaker,2002,6.7,58,54153,67
405,Sympathy for Mr. Vengeance,2002,7.7,56,53967,77
406,Spy Kids 2: Island of Lost Dreams,2002,5.1,66,52293,51
407,The Sweetest Thing,2002,5.1,32,50528,51
408,Queen of the Damned,2002,5.3,30,48387,53
409,Murder by Numbers,2002,6.1,50,48232,61
410,Eight Legged Freaks,2002,5.4,53,48127,54
411,Hart's War,2002,6.3,49,47437,63
412,The Rules of Attraction,2002,6.7,50,46895,67
413,I Spy,2002,5.4,35,45250,54
414,Orange County,2002,6.2,48,44105,62
415,Stuart Little 2,2002,5.5,66,43376,55
416,Bad Company,2002,5.6,37,42391,56
417,Bubba Ho-Tep,2002,7.1,57,42058,71
418,The Santa Clause 2,2002,5.6,48,41765,56
419,Kung Pow: Enter the Fist,2002,6.2,14,40742,62
420,The Good Girl,2002,6.5,71,40699,65
421,Far from Heaven,2002,7.4,84,40058,74
422,Lilya 4-Ever,2002,7.9,82,38905,79
423,In America,2002,7.8,76,38528,78
424,Blood Work,2002,6.4,64,38244,64
425,Dirty Pretty Things,2002,7.4,78,37838,74
426,L'auberge espagnole,2002,7.3,65,37001,73
427,Whale Rider,2002,7.6,80,36899,76
428,Death to Smoochy,2002,6.4,38,36637,64
429,Narc,2002,7.2,70,36219,72
430,Crossroads,2002,3.4,27,36151,34
431,Ju-on: The Grudge,2002,6.7,48,35959,67
432,Enough,2002,5.7,25,34767,57
433,High Crimes,2002,6.3,48,34544,63
434,Spun,2002,6.8,41,34378,68
435,Dragonfly,2002,6.1,25,34203,61
436,Spider,2002,6.8,83,32971,68
437,Big Fat Liar,2002,5.4,36,31801,54
438,Undercover Brother,2002,5.8,69,31482,58
439,Halloween: Resurrection,2002,4.1,19,31257,41
440,The New Guy,2002,5.9,24,31208,59
441,Drumline,2002,5.7,63,31088,57
442,Femme Fatale,2002,6.3,59,31004,63
443,Igby Goes Down,2002,7.0,72,30519,70
444,The Four Feathers,2002,6.5,49,30353,65
445,May,2002,6.7,58,29919,67
446,Antwone Fisher,2002,7.3,62,29625,73
447,24 Hour Party People,2002,7.4,85,29583,74
448,The Rookie,2002,7.0,72,29101,70
449,Boat Trip,2002,4.9,18,28577,49
450,The Salton Sea,2002,7.2,41,28151,72
451,Blue Crush,2002,5.7,61,28025,57
452,White Oleander,2002,7.2,61,27622,72
453,Barbershop,2002,6.3,66,27080,63
454,The Eye,2002,6.7,66,26402,67
455,8 Women,2002,7.1,64,26271,71
456,Undisputed,2002,6.2,58,25944,62
457,The Quiet American,2002,7.1,84,25566,71
458,Rabbit-Proof Fence,2002,7.5,80,25396,75
459,The Magdalene Sisters,2002,7.8,83,24192,78
460,Hollywood Ending,2002,6.6,46,23940,66
461,Rollerball,2002,3.0,14,23691,30
462,City by the Sea,2002,6.1,50,22848,61
463,Snow Dogs,2002,5.1,29,22780,51
464,Friday After Next,2002,5.8,35,22733,58
465,The Adventures of Pluto Nash,2002,3.8,12,22098,38
466,Heaven,2002,7.1,68,21837,71
467,Bloody Sunday,2002,7.7,90,21570,77
468,Life or Something Like It,2002,5.8,31,21417,58
469,Trapped,2002,6.2,42,21324,62
470,The Importance of Being Earnest,2002,6.9,60,20575,69
471,The Twilight Samurai,2002,8.1,82,20012,81
472,The Man Without a Past,2002,7.7,84,19805,77
473,Eight Crazy Nights,2002,5.3,23,19772,53
474,The Master of Disguise,2002,3.3,12,19767,33
475,Tuck Everlasting,2002,6.7,66,19617,67
476,Below,2002,6.2,55,19414,62
477,Dark Blue,2002,6.6,57,18904,66
478,Big Trouble,2002,6.5,47,18673,65
479,Feardotcom,2002,3.3,16,18334,33
480,Darkness,2002,5.4,15,17830,54
481,Ballistic: Ecks vs. Sever,2002,3.6,19,17789,36
482,Swimfan,2002,5.0,29,17630,50
483,He Loves Me... He Loves Me Not,2002,7.2,63,17458,72
484,Like Mike,2002,5.2,47,17016,52
485,Divine Secrets of the Ya-Ya Sisterhood,2002,6.0,48,16656,60
486,Russian Ark,2002,7.4,86,16601,74
487,Gerry,2002,6.2,54,16460,62
488,Roger Dodger,2002,7.0,75,16114,70
489,Peter Pan II: Return to Neverland,2002,5.8,49,15666,58
490,Serving Sara,2002,5.3,18,15572,53
491,The Emperor's Club,2002,6.9,49,15520,69
492,Distant,2002,7.7,84,15078,77
493,Laurel Canyon,2002,6.4,61,14914,64
494,Dolls,2002,7.7,71,14588,77
495,Swept Away,2002,3.6,18,14205,36
496,The Lord of the Rings: The Return of the King,2003,8.9,94,1423957,89
497,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,933367,80
498,Kill Bill: Vol. 1,2003,8.1,69,865347,81
499,Finding Nemo,2003,8.1,90,829170,81
500,The Matrix Reloaded,2003,7.2,62,464451,72
501,X-Men 2,2003,7.5,68,463635,75
502,Oldboy,2003,8.4,74,436085,84
503,The Matrix Revolutions,2003,6.7,47,402954,67
504,Big Fish,2003,8.0,58,381408,80
505,Mystic River,2003,8.0,84,376970,80
506,Love Actually,2003,7.6,55,365534,76
507,Lost in Translation,2003,7.8,89,362613,78
508,The Last Samurai,2003,7.7,55,358111,77
509,Terminator 3: Rise of the Machines,2003,6.3,66,339648,63
510,Bruce Almighty,2003,6.7,46,334925,67
511,The Italian Job,2003,7.0,68,314046,70
512,School of Rock,2003,7.1,82,235296,71
513,Underworld,2003,7.0,42,233440,70
514,Hulk,2003,5.7,54,233332,57
515,2 Fast 2 Furious,2003,5.9,38,222479,59
516,21 Grams,2003,7.7,70,207685,77
517,Identity,2003,7.3,64,202568,73
518,Old School,2003,7.1,54,199600,71
519,Bad Boys II,2003,6.6,38,199549,66
520,Daredevil,2003,5.3,42,192897,53
521,Anger Management,2003,6.2,52,186713,62
522,Master and Commander: The Far Side of the World,2003,7.4,81,185194,74
523,How to Lose a Guy in 10 Days,2003,6.4,45,182762,64
524,American Wedding,2003,6.3,43,178010,63
525,Elf,2003,6.9,64,175147,69
526,The League of Extraordinary Gentlemen,2003,5.8,30,153747,58
527,Once Upon a Time in Mexico,2003,6.4,56,141745,64
528,Final Destination 2,2003,6.2,38,135488,62
529,Cold Mountain,2003,7.2,73,129037,72
530,S.W.A.T.,2003,6.0,45,128899,60
531,Johnny English,2003,6.2,51,127857,62
532,Good Bye Lenin!,2003,7.7,68,126184,77
533,Scary Movie 3,2003,5.5,49,124211,55
534,Bad Santa,2003,7.1,70,123354,71
535,The Recruit,2003,6.6,56,122071,66
536,Dogville,2003,8.0,60,121476,80
537,Monster,2003,7.3,74,120482,73
538,The Texas Chainsaw Massacre,2003,6.2,38,119532,62
539,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,118107,55
540,Matchstick Men,2003,7.3,61,115620,73
541,Freaky Friday,2003,6.2,70,111003,62
542,Charlie's Angels: Full Throttle,2003,4.9,48,110003,49
543,Tears of the Sun,2003,6.6,48,103552,66
544,Something's Gotta Give,2003,6.7,66,100452,67
545,Freddy vs. Jason,2003,5.8,37,99723,58
546,The Life of David Gale,2003,7.6,31,98920,76
547,Wrong Turn,2003,6.1,32,98081,61
548,Gothika,2003,5.8,38,97961,58
549,Paycheck,2003,6.3,43,96308,63
550,The Dreamers,2003,7.2,62,96252,72
551,Memories of Murder,2003,8.1,82,93450,81
552,Shanghai Knights,2003,6.2,58,91096,62
